Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
275,-122.15,37.72,29.0,4169.0,1047.0,2024.0,962.0,2.8125,NEAR BAY,188430.0
276,-122.25,40.17,19.0,3182.0,630.0,1741.0,642.0,1.9727,INLAND,66565.0
277,-117.6,33.98,26.0,1225.0,199.0,717.0,204.0,2.7284,INLAND,111514.0
278,-121.83,39.73,52.0,1741.0,401.0,753.0,377.0,2.0064,INLAND,77847.0
279,-122.05,37.95,34.0,1408.0,277.0,738.0,269.0,4.175,NEAR BAY,188049.0
280,-116.91,32.78,15.0,4058.0,511.0,1580.0,473.0,7.5,<1H OCEAN,365152.16
281,-121.33,37.98,9.0,2370.0,424.0,1129.0,386.0,5.143,INLAND,176559.0
282,-118.46,34.01,39.0,711.0,148.0,347.0,153.0,4.2813,<1H OCEAN,356287.09
283,-117.96,33.9,10.0,2423.0,356.0,1213.0,347.0,6.5635,<1H OCEAN,315042.03
284,-118.55,34.37,21.0,7010.0,1063.0,3331.0,1038.0,6.776,<1H OCEAN,353591.12
285,-118.26,34.12,52.0,2290.0,520.0,1278.0,485.0,3.8393,<1H OCEAN,254220.0
286,-117.06,32.61,24.0,4369.0,1353.0,3123.0,1247.0,2.0571,NEAR OCEAN,134451.0
287,-117.07,32.64,32.0,5135.0,1025.0,2152.0,944.0,4.1325,NEAR OCEAN,159818.0
288,-118.34,34.08,52.0,2756.0,542.0,971.0,510.0,5.5871,<1H OCEAN,390878.24
289,-117.5,33.98,21.0,2394.0,416.0,1291.0,381.0,4.2099,INLAND,150192.0
290,-117.69,34.04,5.0,4459.0,896.0,2028.0,881.0,4.0096,INLAND,143123.0
291,-118.19,33.94,45.0,1871.0,371.0,1315.0,382.0,3.3661,<1H OCEAN,157789.0
292,-119.68,36.81,13.0,2589.0,413.0,1356.0,435.0,5.0253,INLAND,120096.0
293,-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,<1H OCEAN,359280.02
294,-121.98,37.33,35.0,1907.0,326.0,912.0,313.0,5.9567,<1H OCEAN,303781.0
295,-121.47,37.58,14.0,1594.0,292.0,887.0,287.0,4.6625,INLAND,198267.0
296,-121.92,37.45,10.0,3937.0,1054.0,2032.0,1002.0,3.2617,<1H OCEAN,209479.0
297,-122.51,37.76,43.0,2527.0,619.0,1332.0,558.0,3.0465,NEAR OCEAN,310434.01
298,-117.24,32.85,18.0,3117.0,475.0,904.0,368.0,6.7587,NEAR OCEAN,384969.25
299,-119.73,34.42,25.0,2024.0,312.0,907.0,335.0,5.4127,NEAR OCEAN,321520.02
300,-117.08,32.68,26.0,3071.0,615.0,2156.0,568.0,2.9318,NEAR OCEAN,121701.0
301,-121.85,37.3,19.0,6275.0,1546.0,4312.0,1466.0,2.7768,<1H OCEAN,167569.0
302,-121.91,37.23,27.0,4866.0,668.0,1956.0,659.0,7.3843,<1H OCEAN,390851.05
303,-117.09,32.75,30.0,1899.0,546.0,1620.0,493.0,1.6034,NEAR OCEAN,106918.0
304,-122.07,37.58,16.0,1606.0,240.0,1117.0,268.0,6.0661,NEAR BAY,286502.01
305,-120.87,37.76,16.0,1174.0,249.0,601.0,242.0,1.7143,INLAND,107998.0
306,-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,NEAR BAY,368862.07
307,-117.84,33.84,23.0,4388.0,864.0,2526.0,846.0,4.5217,<1H OCEAN,227826.0
308,-119.21,34.19,15.0,3797.0,692.0,2216.0,675.0,4.7443,NEAR OCEAN,245181.0
309,-118.14,34.19,45.0,3595.0,619.0,1686.0,607.0,4.73,INLAND,277287.0
310,-115.58,32.81,5.0,805.0,143.0,458.0,143.0,4.475,INLAND,122167.01
311,-118.45,34.03,45.0,727.0,168.0,520.0,175.0,2.6528,<1H OCEAN,298810.02
312,-117.19,32.84,30.0,2492.0,406.0,1250.0,431.0,5.5277,NEAR OCEAN,261996.02
313,-119.16,34.23,26.0,5444.0,1293.0,3700.0,1158.0,2.7556,NEAR OCEAN,187998.0
314,-118.19,33.98,40.0,973.0,272.0,1257.0,258.0,2.8214,<1H OCEAN,153820.01
315,-117.61,34.12,17.0,6709.0,1198.0,3954.0,1161.0,4.6997,INLAND,167596.0
316,-121.32,38.7,17.0,3214.0,551.0,1879.0,562.0,4.3643,INLAND,131361.0
317,-122.31,37.6,34.0,3225.0,726.0,1958.0,656.0,3.6811,NEAR BAY,280845.0
318,-121.76,37.69,29.0,3433.0,711.0,1919.0,709.0,3.3841,INLAND,161231.0
319,-122.06,38.26,36.0,1248.0,221.0,672.0,222.0,3.3839,INLAND,118826.0
320,-121.38,38.62,41.0,774.0,144.0,356.0,150.0,3.5625,INLAND,130973.0
321,-116.3,33.68,10.0,2387.0,481.0,863.0,304.0,2.8882,INLAND,106683.0
322,-117.94,34.04,34.0,1403.0,274.0,977.0,257.0,3.8409,<1H OCEAN,163820.0
323,-119.31,34.7,19.0,961.0,218.0,479.0,138.0,3.3438,INLAND,148284.0
324,-120.9,37.64,26.0,1762.0,418.0,855.0,308.0,1.6767,INLAND,87825.0
325,-118.05,34.04,33.0,1348.0,,1098.0,257.0,4.2917,<1H OCEAN,167061.0
326,-119.47,35.4,32.0,2167.0,421.0,1301.0,394.0,1.9718,INLAND,62903.0
327,-118.16,34.16,43.0,1276.0,226.0,545.0,209.0,4.1518,<1H OCEAN,239685.0
328,-117.1,32.67,15.0,1635.0,553.0,1347.0,597.0,1.2745,NEAR OCEAN,90868.0
329,-122.21,37.79,47.0,1543.0,307.0,859.0,292.0,2.9583,NEAR BAY,157808.0
330,-117.67,34.04,13.0,1543.0,,776.0,358.0,3.0598,INLAND,132686.0
331,-117.89,33.75,31.0,1205.0,280.0,1476.0,301.0,4.0231,<1H OCEAN,169960.0
332,-117.73,33.63,15.0,2874.0,592.0,1382.0,586.0,5.5137,<1H OCEAN,299645.14
333,-121.32,37.96,46.0,1832.0,365.0,975.0,373.0,2.0398,INLAND,80163.0
334,-119.33,36.21,38.0,3115.0,622.0,1238.0,606.0,2.6083,INLAND,73504.0
335,-118.41,34.25,36.0,1146.0,259.0,1173.0,272.0,3.6016,<1H OCEAN,159652.0
336,-122.07,37.52,3.0,14014.0,2861.0,7205.0,2753.0,6.0824,NEAR BAY,322957.04
337,-117.9,33.82,32.0,1187.0,302.0,1003.0,275.0,2.4931,<1H OCEAN,168703.0
338,-117.16,32.73,52.0,1218.0,471.0,821.0,429.0,1.9597,NEAR OCEAN,185466.0
339,-116.86,33.97,11.0,658.0,131.0,376.0,120.0,2.3977,INLAND,111399.0
340,-121.69,39.36,34.0,842.0,186.0,635.0,165.0,1.8355,INLAND,69119.0
341,-116.4,33.78,8.0,3059.0,500.0,612.0,208.0,6.8729,INLAND,262259.0
342,-118.26,34.23,38.0,1107.0,194.0,518.0,195.0,7.5582,<1H OCEAN,411456.27
343,-121.3,38.6,32.0,9534.0,1819.0,4951.0,1710.0,3.3926,INLAND,130650.0
344,-122.42,37.75,52.0,1609.0,510.0,1155.0,439.0,2.2328,NEAR BAY,275998.04
345,-117.1,32.57,26.0,2343.0,371.0,1221.0,372.0,4.3601,NEAR OCEAN,140676.0
346,-122.27,37.85,52.0,1974.0,426.0,875.0,363.0,1.5817,NEAR BAY,132942.0
347,-121.96,39.3,39.0,701.0,130.0,271.0,89.0,2.1845,INLAND,87309.0
348,-121.93,37.54,25.0,1354.0,192.0,596.0,220.0,6.629,<1H OCEAN,327532.03
349,-121.82,37.42,13.0,3752.0,572.0,1581.0,526.0,6.1091,<1H OCEAN,275168.01
350,-118.4,34.17,27.0,3588.0,911.0,1891.0,871.0,3.4013,<1H OCEAN,270306.0
351,-120.61,35.13,16.0,3431.0,721.0,1777.0,701.0,2.7301,<1H OCEAN,179279.0
352,-122.41,37.72,35.0,2104.0,434.0,1225.0,410.0,4.8214,NEAR BAY,259918.0
353,-118.28,34.18,52.0,2602.0,418.0,1137.0,419.0,5.3185,<1H OCEAN,326927.02
354,-121.94,38.36,2.0,4953.0,735.0,1791.0,562.0,5.0346,INLAND,179597.0
355,-122.69,38.27,32.0,2344.0,434.0,1066.0,384.0,4.0313,<1H OCEAN,255587.0
356,-118.17,34.12,30.0,3376.0,720.0,1990.0,725.0,3.7813,<1H OCEAN,237073.0
357,-118.06,34.08,37.0,778.0,205.0,850.0,198.0,2.5119,<1H OCEAN,172575.0
358,-117.21,33.19,21.0,3765.0,612.0,1722.0,593.0,4.8152,<1H OCEAN,220375.0
359,-121.94,37.28,18.0,4356.0,1334.0,1968.0,1245.0,3.6294,<1H OCEAN,253032.0
360,-118.12,33.83,45.0,1579.0,278.0,687.0,285.0,5.0424,<1H OCEAN,235619.0
361,-118.43,34.17,37.0,1982.0,331.0,794.0,340.0,5.9275,<1H OCEAN,379761.16
362,-119.02,36.06,41.0,2279.0,538.0,1908.0,511.0,1.3952,INLAND,54451.0
363,-118.4,34.19,30.0,521.0,126.0,306.0,129.0,4.1125,<1H OCEAN,236271.01
364,-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,<1H OCEAN,364074.04
365,-118.02,33.78,28.0,3375.0,559.0,1754.0,554.0,5.5446,<1H OCEAN,245912.01
366,-118.14,34.09,20.0,3447.0,1007.0,2622.0,934.0,2.918,<1H OCEAN,206858.0
367,-118.25,34.25,34.0,3150.0,518.0,1392.0,480.0,4.9355,<1H OCEAN,285460.0
368,-117.96,33.7,23.0,4417.0,740.0,1865.0,693.0,5.3428,<1H OCEAN,254913.0
369,-117.27,33.03,16.0,2240.0,443.0,1104.0,416.0,3.5313,NEAR OCEAN,249731.08
370,-122.26,37.86,52.0,2888.0,604.0,1253.0,538.0,3.3893,NEAR BAY,239956.0
371,-118.31,33.98,52.0,1607.0,331.0,900.0,295.0,3.5982,<1H OCEAN,161274.0
372,-118.08,33.86,17.0,2259.0,383.0,1378.0,386.0,5.8733,<1H OCEAN,295207.02
373,-121.6,39.79,18.0,2672.0,533.0,1151.0,532.0,2.567,INLAND,99329.0
374,-117.74,34.1,26.0,2723.0,604.0,1847.0,498.0,2.6779,INLAND,141672.0
375,-122.56,37.9,36.0,1760.0,283.0,562.0,246.0,6.7546,NEAR BAY,399220.16
376,-120.9,35.69,14.0,5020.0,909.0,2105.0,796.0,3.8158,<1H OCEAN,210175.01
377,-122.07,37.94,36.0,2639.0,488.0,1111.0,476.0,3.5057,NEAR BAY,186887.0
378,-122.08,37.38,25.0,830.0,228.0,368.0,174.0,3.3917,NEAR BAY,223513.0
379,-121.92,37.3,35.0,1335.0,296.0,635.0,296.0,3.6053,<1H OCEAN,255848.0
380,-117.06,32.78,31.0,2485.0,436.0,942.0,448.0,4.8,NEAR OCEAN,170973.0
381,-122.26,38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473,NEAR BAY,190281.0
382,-122.04,36.96,42.0,538.0,107.0,200.0,104.0,2.1667,NEAR OCEAN,239964.04
383,-121.83,37.35,31.0,2914.0,715.0,3547.0,645.0,3.7143,<1H OCEAN,194769.0
384,-122.17,37.46,47.0,2312.0,332.0,1044.0,282.0,9.459,NEAR BAY,496331.95
385,-117.27,34.1,9.0,3904.0,1042.0,3688.0,896.0,1.8022,INLAND,89548.0
386,-118.37,34.04,52.0,1197.0,231.0,671.0,219.0,3.825,<1H OCEAN,304935.01
387,-121.65,36.66,30.0,3745.0,767.0,1762.0,748.0,3.2355,<1H OCEAN,198983.01
388,-121.32,38.63,20.0,7003.0,1409.0,3107.0,1315.0,3.0348,INLAND,127334.0
389,-118.41,33.75,4.0,311.0,51.0,128.0,46.0,9.8091,NEAR OCEAN,459250.61
390,-122.07,37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,NEAR BAY,245649.0
391,-114.65,32.79,21.0,44.0,33.0,64.0,27.0,0.8571,INLAND,68491.0
392,-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,NEAR BAY,360723.03
393,-117.27,32.83,39.0,1877.0,426.0,805.0,409.0,3.875,NEAR OCEAN,355489.1
394,-118.4,34.0,34.0,1816.0,335.0,872.0,339.0,4.85,<1H OCEAN,385704.14
395,-121.57,39.78,18.0,2221.0,459.0,952.0,440.0,2.0458,INLAND,83360.0
396,-117.83,33.8,31.0,2016.0,409.0,1095.0,405.0,3.8681,<1H OCEAN,213796.0
397,-117.57,33.91,22.0,2620.0,396.0,1324.0,362.0,5.3735,INLAND,194996.0
398,-116.98,32.79,32.0,3756.0,662.0,1611.0,598.0,3.8667,<1H OCEAN,178875.0
399,-122.09,37.37,34.0,2165.0,355.0,776.0,339.0,5.2971,NEAR BAY,353856.06
400,-121.85,39.77,17.0,5273.0,1177.0,2446.0,1199.0,1.9362,INLAND,89984.0
401,-122.65,38.23,52.0,1923.0,393.0,910.0,345.0,3.45,<1H OCEAN,232676.01
402,-122.42,37.8,52.0,741.0,170.0,277.0,165.0,4.4712,NEAR BAY,371259.38
403,-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,4.3879,INLAND,151694.0
404,-118.23,34.22,37.0,1376.0,237.0,618.0,226.0,5.9771,<1H OCEAN,286208.0
405,-117.18,33.02,15.0,3540.0,453.0,1364.0,425.0,13.6623,NEAR OCEAN,491788.68
406,-117.93,34.06,35.0,1022.0,183.0,628.0,187.0,3.9375,<1H OCEAN,187910.0
407,-122.02,37.33,25.0,3823.0,584.0,1689.0,571.0,7.3693,<1H OCEAN,369281.06
408,-120.44,34.93,15.0,868.0,244.0,1133.0,253.0,2.0995,<1H OCEAN,113972.0
409,-118.03,33.92,35.0,2108.0,405.0,1243.0,394.0,3.6731,<1H OCEAN,177822.0
410,-120.16,39.14,21.0,2484.0,460.0,309.0,144.0,3.9722,INLAND,143567.0
411,-116.74,33.62,11.0,2385.0,661.0,682.0,242.0,2.9141,INLAND,126025.0
412,-117.03,32.96,16.0,3424.0,698.0,1940.0,645.0,4.121,<1H OCEAN,179464.0
413,-120.65,38.42,23.0,1538.0,305.0,730.0,267.0,2.6078,INLAND,117101.0
414,-121.83,37.34,21.0,6404.0,1232.0,6047.0,1235.0,4.2098,<1H OCEAN,215445.01
415,-118.99,35.32,26.0,875.0,199.0,567.0,204.0,0.9288,INLAND,55259.0
416,-121.34,37.96,23.0,2830.0,659.0,1554.0,654.0,3.0354,INLAND,124093.0
417,-118.02,33.84,35.0,3473.0,563.0,2091.0,580.0,4.4821,<1H OCEAN,207840.0
418,-117.24,33.2,26.0,1701.0,404.0,989.0,367.0,2.5119,<1H OCEAN,169159.02
419,-122.01,37.36,21.0,2483.0,396.0,1194.0,424.0,7.1273,<1H OCEAN,362848.06
420,-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,<1H OCEAN,116399.0
421,-121.44,38.6,16.0,2987.0,864.0,1240.0,755.0,2.8231,INLAND,119687.0
422,-120.79,36.06,29.0,1916.0,386.0,1019.0,314.0,2.4881,<1H OCEAN,163774.0
423,-122.34,37.97,19.0,392.0,109.0,287.0,81.0,6.0426,NEAR BAY,271273.04
424,-116.97,32.79,32.0,1255.0,338.0,782.0,302.0,2.6635,<1H OCEAN,146252.0
425,-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,NEAR OCEAN,168522.0
426,-121.65,39.13,11.0,4833.0,944.0,2336.0,841.0,2.6842,INLAND,108059.0
427,-117.39,34.04,27.0,2919.0,549.0,1841.0,564.0,2.8682,INLAND,106559.0
428,-119.53,34.41,8.0,1705.0,400.0,886.0,391.0,3.9659,<1H OCEAN,237367.01
429,-118.08,33.86,29.0,3260.0,783.0,1969.0,737.0,3.5268,<1H OCEAN,195995.0
430,-118.85,34.14,16.0,4109.0,543.0,1409.0,560.0,8.1064,<1H OCEAN,440777.43
431,-116.57,34.0,20.0,260.0,67.0,69.0,50.0,3.5208,INLAND,147438.0
432,-121.42,37.75,33.0,1329.0,266.0,683.0,233.0,4.3687,INLAND,172283.0
433,-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,<1H OCEAN,202974.0
434,-117.37,33.97,38.0,1156.0,241.0,877.0,200.0,1.4514,INLAND,90384.0
435,-121.81,37.37,24.0,962.0,146.0,492.0,155.0,7.2861,<1H OCEAN,309593.03
436,-118.14,33.78,42.0,1898.0,488.0,940.0,483.0,3.4107,NEAR OCEAN,309294.03
437,-117.12,32.69,37.0,1082.0,294.0,1146.0,265.0,2.0673,NEAR OCEAN,93389.0
438,-117.11,32.74,25.0,2846.0,644.0,2272.0,632.0,2.2,NEAR OCEAN,107532.0
439,-122.02,37.98,40.0,1797.0,401.0,756.0,369.0,2.8456,NEAR BAY,151287.0
440,-122.14,37.47,36.0,2081.0,412.0,1931.0,373.0,3.7917,NEAR BAY,221548.02
441,-118.48,34.2,26.0,2027.0,559.0,1545.0,513.0,2.8974,<1H OCEAN,209604.0
442,-119.23,35.77,36.0,3225.0,635.0,2034.0,593.0,2.4044,INLAND,66700.0
443,-121.31,38.66,26.0,1604.0,245.0,751.0,267.0,4.7381,INLAND,148037.0
444,-122.03,37.34,25.0,5404.0,906.0,2338.0,883.0,6.0577,<1H OCEAN,331993.1
445,-118.28,34.08,42.0,1618.0,522.0,1454.0,440.0,3.1607,<1H OCEAN,204599.0
446,-117.28,34.15,32.0,2170.0,430.0,815.0,401.0,3.1765,INLAND,99466.0
447,-122.07,37.38,26.0,1272.0,306.0,562.0,284.0,4.5644,NEAR BAY,294811.06
448,-119.85,36.78,8.0,3096.0,684.0,1454.0,545.0,2.7857,INLAND,89261.0
449,-118.2,34.03,52.0,583.0,157.0,730.0,174.0,1.4115,<1H OCEAN,139790.0
450,-121.43,38.63,43.0,1009.0,225.0,604.0,218.0,1.6641,INLAND,72299.0
451,-124.19,41.78,15.0,3140.0,714.0,1645.0,640.0,1.6654,NEAR OCEAN,82279.0
452,-116.92,32.81,17.0,1312.0,394.0,836.0,337.0,1.6686,<1H OCEAN,159756.04
453,-117.75,33.64,9.0,2499.0,492.0,1111.0,542.0,5.5342,<1H OCEAN,295674.15
454,-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,<1H OCEAN,154348.0
455,-118.33,34.0,24.0,873.0,320.0,529.0,308.0,0.9304,<1H OCEAN,172158.01
456,-122.48,37.93,16.0,2947.0,802.0,1385.0,743.0,3.6731,NEAR BAY,350073.04
457,-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,NEAR OCEAN,384119.24
458,-114.31,34.19,15.0,5612.0,1283.0,1015.0,472.0,1.4936,INLAND,74945.0
459,-117.92,34.05,36.0,2241.0,419.0,1743.0,448.0,4.6587,<1H OCEAN,178813.0
460,-118.44,34.18,17.0,1546.0,592.0,2423.0,556.0,2.1977,<1H OCEAN,197453.0
461,-118.14,34.08,24.0,3988.0,1098.0,2909.0,1034.0,2.7036,<1H OCEAN,205701.0
462,-117.12,32.9,14.0,3249.0,937.0,1929.0,838.0,2.8588,<1H OCEAN,144611.0
463,-120.66,35.47,18.0,2474.0,449.0,1269.0,431.0,3.9063,<1H OCEAN,202799.0
464,-120.67,40.5,15.0,5343.0,,2503.0,902.0,3.5962,INLAND,120576.0
465,-121.15,38.69,52.0,240.0,44.0,6675.0,29.0,6.1359,INLAND,252389.05
466,-119.78,36.86,8.0,3468.0,675.0,1604.0,626.0,4.2071,INLAND,107663.0
467,-115.56,32.78,46.0,2511.0,490.0,1583.0,469.0,3.0603,INLAND,84974.0
468,-117.76,34.06,30.0,1700.0,504.0,1719.0,459.0,2.227,INLAND,116731.0
469,-118.18,33.83,44.0,1497.0,277.0,542.0,274.0,5.0052,NEAR OCEAN,306621.02
470,-122.04,37.37,42.0,1125.0,273.0,616.0,258.0,3.6765,<1H OCEAN,251403.0
471,-117.92,33.94,30.0,2506.0,394.0,1255.0,421.0,4.7813,<1H OCEAN,210265.0
472,-122.06,37.37,32.0,2510.0,578.0,1160.0,581.0,4.9087,<1H OCEAN,319817.0
473,-120.08,36.79,38.0,1446.0,285.0,928.0,255.0,2.9808,INLAND,74439.0
474,-119.81,36.74,36.0,607.0,155.0,483.0,146.0,1.5625,INLAND,61189.0
475,-122.02,37.94,19.0,3192.0,612.0,1317.0,594.0,4.125,NEAR BAY,209151.0
476,-118.29,34.09,39.0,336.0,173.0,586.0,151.0,1.8056,<1H OCEAN,175428.01
477,-118.3,33.79,21.0,1068.0,283.0,1180.0,274.0,2.5,<1H OCEAN,211673.02
478,-118.12,33.96,34.0,2863.0,451.0,1243.0,466.0,6.0723,<1H OCEAN,333244.03
479,-117.11,32.58,12.0,1086.0,294.0,870.0,290.0,2.4213,NEAR OCEAN,117765.0
480,-122.54,37.76,45.0,1592.0,325.0,920.0,322.0,3.96,NEAR OCEAN,280792.0
481,-116.98,34.13,16.0,2098.0,449.0,342.0,143.0,4.0333,INLAND,129207.0
482,-118.25,33.97,36.0,1026.0,294.0,1316.0,268.0,1.7708,<1H OCEAN,103823.0
483,-122.43,37.75,52.0,2721.0,581.0,1043.0,519.0,3.7545,NEAR BAY,363827.0
484,-123.02,38.46,52.0,2154.0,499.0,524.0,259.0,2.0556,NEAR OCEAN,154724.0
485,-117.99,33.71,17.0,1600.0,458.0,1803.0,432.0,2.7865,<1H OCEAN,169398.0
486,-118.04,33.78,25.0,3715.0,575.0,1640.0,572.0,5.7705,<1H OCEAN,259118.0
487,-117.13,32.74,46.0,3355.0,768.0,1457.0,708.0,2.6604,NEAR OCEAN,196957.0
488,-122.0,37.06,20.0,2403.0,376.0,1149.0,369.0,6.0621,NEAR OCEAN,344559.05
489,-123.66,41.3,22.0,1580.0,372.0,686.0,264.0,1.8065,<1H OCEAN,63626.0
490,-118.35,34.1,18.0,7432.0,2793.0,3596.0,2270.0,2.8036,<1H OCEAN,318675.11
491,-118.4,34.24,35.0,2552.0,545.0,1850.0,503.0,4.775,<1H OCEAN,209122.01
492,-121.97,38.34,16.0,2331.0,450.0,1074.0,400.0,4.0329,INLAND,137811.0
493,-117.79,34.11,18.0,3814.0,721.0,1881.0,692.0,4.4722,INLAND,198349.0
494,-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,NEAR OCEAN,165588.0
495,-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584,<1H OCEAN,179516.0
496,-118.4,34.03,43.0,1006.0,201.0,520.0,199.0,6.5669,<1H OCEAN,440219.44
497,-121.33,38.61,21.0,2453.0,518.0,1326.0,505.0,2.7079,INLAND,126894.0
498,-122.26,37.46,26.0,5067.0,750.0,1996.0,728.0,7.0001,NEAR OCEAN,425621.23
499,-117.89,34.14,15.0,4644.0,967.0,2855.0,867.0,3.3654,<1H OCEAN,173756.0
500,-119.12,36.69,13.0,3963.0,812.0,1905.0,671.0,2.2278,INLAND,84025.0
501,-116.92,32.84,16.0,4675.0,834.0,2188.0,817.0,4.6674,<1H OCEAN,166220.0
502,-122.37,37.95,32.0,1298.0,363.0,716.0,268.0,0.9797,NEAR BAY,89121.0
503,-121.39,38.62,45.0,2696.0,624.0,1059.0,582.0,1.8176,INLAND,93457.0
504,-117.4,34.01,25.0,1858.0,366.0,1311.0,331.0,2.7083,INLAND,102212.0
505,-117.04,32.6,18.0,4747.0,846.0,3002.0,872.0,3.9076,NEAR OCEAN,144868.0
506,-117.87,34.08,33.0,3630.0,800.0,2257.0,796.0,3.2469,<1H OCEAN,195993.0
507,-121.99,37.27,17.0,1527.0,267.0,775.0,260.0,5.9658,<1H OCEAN,300309.02
508,-117.19,32.69,35.0,2921.0,438.0,1042.0,415.0,6.3612,NEAR OCEAN,368066.07
509,-118.08,34.15,28.0,238.0,58.0,142.0,31.0,0.4999,INLAND,158623.0
510,-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,<1H OCEAN,472875.63
511,-117.46,33.93,16.0,4112.0,880.0,2821.0,857.0,3.0122,INLAND,124868.0
512,-118.03,34.1,30.0,2773.0,634.0,1376.0,540.0,2.7857,INLAND,193716.0
513,-117.89,33.88,15.0,1655.0,626.0,1549.0,582.0,1.9127,<1H OCEAN,144106.01
514,-122.16,38.05,34.0,2434.0,428.0,926.0,423.0,4.6776,NEAR BAY,190255.0
515,-117.75,34.06,52.0,62.0,9.0,44.0,16.0,0.4999,INLAND,135196.0
516,-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,4.8611,<1H OCEAN,245587.0
517,-121.97,37.55,17.0,4924.0,1247.0,3080.0,1182.0,3.168,<1H OCEAN,206141.0
518,-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875,<1H OCEAN,254614.03
519,-121.74,37.35,34.0,440.0,90.0,217.0,93.0,5.2327,<1H OCEAN,285048.02
520,-121.73,36.86,28.0,827.0,178.0,703.0,144.0,4.4271,<1H OCEAN,258566.0
521,-121.93,37.3,16.0,2111.0,485.0,1285.0,499.0,5.0477,<1H OCEAN,283732.01
522,-122.35,37.93,41.0,268.0,75.0,198.0,82.0,3.2222,NEAR BAY,172958.0
523,-118.42,34.04,52.0,1358.0,272.0,574.0,267.0,5.6454,<1H OCEAN,398677.2
524,-118.3,34.03,37.0,2781.0,766.0,2586.0,729.0,1.8564,<1H OCEAN,154455.0
525,-118.17,34.02,33.0,346.0,103.0,488.0,107.0,1.8681,<1H OCEAN,149905.0
526,-122.3,37.86,50.0,499.0,127.0,287.0,128.0,2.75,NEAR BAY,154140.02
527,-122.06,37.34,13.0,2057.0,466.0,790.0,436.0,5.0081,<1H OCEAN,312432.03
528,-118.91,34.18,17.0,3220.0,716.0,1381.0,733.0,2.8958,<1H OCEAN,207927.0
529,-118.43,33.96,13.0,1860.0,345.0,800.0,355.0,5.8864,<1H OCEAN,324215.06
530,-118.08,34.11,42.0,2628.0,525.0,1494.0,523.0,3.9464,<1H OCEAN,262695.0
531,-118.23,33.9,28.0,1108.0,284.0,1498.0,289.0,2.4706,<1H OCEAN,111449.0
532,-122.26,37.89,52.0,3706.0,531.0,1205.0,504.0,6.6828,NEAR BAY,367414.05
533,-118.19,33.96,28.0,3507.0,969.0,3740.0,970.0,2.0162,<1H OCEAN,163554.0
534,-122.01,39.21,50.0,1592.0,372.0,781.0,307.0,2.2679,INLAND,96230.0
535,-117.88,33.88,15.0,957.0,360.0,615.0,370.0,3.0263,<1H OCEAN,182606.0
536,-118.43,34.02,42.0,1528.0,244.0,634.0,242.0,8.1631,<1H OCEAN,498725.96
537,-121.79,39.48,39.0,1105.0,180.0,408.0,166.0,3.3929,INLAND,103908.0
538,-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,INLAND,429696.6
539,-118.11,33.87,15.0,3254.0,598.0,1772.0,618.0,5.0417,<1H OCEAN,240018.0
540,-119.82,36.78,36.0,1582.0,313.0,761.0,318.0,2.6055,INLAND,74868.0
541,-117.7,35.62,18.0,2657.0,496.0,1426.0,483.0,3.5931,INLAND,79547.0
542,-117.91,34.07,36.0,1390.0,270.0,887.0,266.0,5.0897,<1H OCEAN,204857.0
543,-117.31,33.16,17.0,1704.0,263.0,781.0,281.0,5.6605,NEAR OCEAN,313530.09
544,-122.35,37.58,30.0,5039.0,1564.0,2129.0,1536.0,3.3469,NEAR OCEAN,331797.01
545,-122.38,40.61,14.0,4773.0,1133.0,2101.0,1072.0,1.7227,INLAND,86998.0
546,-117.04,32.68,9.0,3087.0,609.0,1530.0,556.0,3.775,NEAR OCEAN,136456.0
547,-117.64,34.07,52.0,1644.0,372.0,1269.0,355.0,2.6913,INLAND,118622.0
548,-122.0,38.37,18.0,1048.0,185.0,469.0,162.0,3.625,INLAND,153384.0
549,-117.19,32.83,30.0,2288.0,448.0,1240.0,469.0,4.0114,NEAR OCEAN,191522.0
550,-118.48,34.25,35.0,1442.0,276.0,795.0,268.0,4.9688,<1H OCEAN,228229.01
